path,source,split,label,plant,disease,augmented,assigned_split
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\dcdcc724-b029-4987-9d12-ccc8893ac6b4___RS_Early.B 8387.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\be89d35f-e382-4b1c-95e8-af88d969d306___RS_Early.B 6758.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\0d2e2971-f1c9-4278-b35c-91dd8a22a64d___RS_Early.B 7581.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\fba7a41d-25df-4a1c-93d1-98d62e3376e0___RS_Early.B 8207.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\a60106e3-e037-495f-8b5a-080adcb9bdd9___RS_Early.B 8561_180deg.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\b76550de-8e3a-46f1-b06f-6bd4ed3dc8a5___RS_Early.B 8456.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\f813e04e-a4f1-4c7f-a56d-cf0829801acb___RS_Early.B 8836_flipTB.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\78ca2c95-f7b7-43b8-a91f-9ca12ac814e8___RS_Early.B 7137.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\60418916-8278-448a-af45-21ee8ef60a95___RS_Early.B 7957_flipTB.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Early_blight\f6d020f8-8578-4c96-afc2-a1e97adb1ea9___RS_Early.B 7521_flipTB.JPG,mixed,train,Potato - Early blight,Potato,Early blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\4a08efaa-28cc-4356-8769-4002f4b299ef___RS_HL 1850_new200degFlipTB.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\f30983c0-6e20-43cc-8672-4622ca34c830___RS_HL 1949_flipTB.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945_new30degFlipTB.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\5d505af8-3f73-4781-980c-a4a696a04550___RS_HL 1934_newPixel25.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\77c75478-e1f0-4aaa-9cbc-af1fed928a74___RS_HL 1748_new90degFlipLR.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\54f86311-9d76-421b-b401-0b02f6e738a5___RS_HL 4172_new30degFlipTB.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\882798ca-67c3-45a3-86cf-4aed69388145___RS_HL 1750_270deg.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\533abd3a-3e1d-42d0-ae9c-5189282b78af___RS_HL 5369.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\57e262fc-e0ba-44db-a967-5ba6f1826e49___RS_HL 1897_new30degFlipTB.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___healthy\52dd2fdd-6966-450c-a42b-ee14428d4271___RS_HL 1955_new200degFlipTB.JPG,mixed,train,Potato - Healthy,Potato,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\dd9b9122-fd29-4986-9dc3-330d4a48ccc3___RS_LB 5290_flipTB.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\bb81b8a0-3d1e-4cef-aeb5-31ac32f1761a___RS_LB 5268_flipTB.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\073a7489-b8dd-4efc-8393-7f024fe8542a___RS_LB 2617_flipTB.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\fc748621-bd56-4012-a617-9e30df58ecfc___RS_LB 4402_flipTB.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\a6623827-bcdc-40ed-81e6-5cde1a1da997___RS_LB 3179_flipTB.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\b4e52186-de58-4c06-bbd2-2fb3dbeda13e___RS_LB 2655.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\f926e3c1-74bb-4397-85ca-725a54dfaf49___RS_LB 3053_180deg.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\7774658c-0dcb-4b7c-a1fa-573de03373dd___RS_LB 3135_flipTB.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\57a137da-7424-4a9d-9e28-bce63decbdcf___RS_LB 2761_flipTB.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Potato___Late_blight\f81452c0-aa6a-4d2e-a4ba-c761a2e7870f___RS_LB 4280.JPG,mixed,train,Potato - Late blight,Potato,Late blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\7317ad8f-a7a3-496d-81c7-6e086b20a661___Mary_HL 6391_180deg.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\d1387960-14d6-4654-ad5c-b92afa86ff6a___Mary_HL 9262.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\1c688d4a-786d-4c6b-a4e0-92c6d489766d___Mary_HL 9133_270deg.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\70523d1c-1fc0-4426-9cf2-87695360cbf0___Mary_HL 6333_90deg.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\6e7da959-6ecf-41d2-b9d6-dcc7e8c8dcd2___Mary_HL 6406_270deg.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\2142d82b-f067-49e2-82e6-b8780b77af1e___Mary_HL 6346_180deg.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\3734da4f-b4d3-4457-b73e-1da889ff9ca1___Mary_HL 6347.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\dce0c748-05c2-404c-8c3e-59cb3e64e5dd___Mary_HL 9328_90deg.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\bcb2779d-a894-410f-a45b-c46b8b2d3412___Mary_HL 9185_newPixel25.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Raspberry___healthy\11af4433-0a02-4684-a519-a1c2adbe9ceb___Mary_HL 6395_new30degFlipLR.JPG,mixed,train,Raspberry - Healthy,Raspberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\ac52dcf9-6773-4002-a536-ad587c863252___RS_HL 6767.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\d7c8e8b9-5a89-4466-950b-f0b0e880f8e2___RS_HL 4918.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\af2683e3-9fe8-4980-bb74-a6a25084cd74___RS_HL 5544.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\a727fd11-3525-420a-a224-a1efc92f2ab7___RS_HL 7353.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\a62e5cfd-ccc2-4c81-b31c-e15efe3cf15c___RS_HL 7469.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\d1d34213-0585-409c-9475-6fc0af085c62___RS_HL 4928.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\35188f0b-5f52-47c7-87df-1e9c4bf03112___RS_HL 6497.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\dc4ee4d3-bf20-4d6b-b40f-3a7099f50efb___RS_HL 5990.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\d3262cd0-7223-414b-b608-1507848973e0___RS_HL 6401.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Soybean___healthy\f7989458-20b9-4b08-8fb1-7cf4be78dafe___RS_HL 3447.JPG,mixed,train,Soybean - Healthy,Soybean,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\c49732c9-e96c-425d-a74d-44b916c3fdd6___MD_Powd.M 9999.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\d5ac7342-745a-460b-ba33-0544565caefc___UMD_Powd.M 9867.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\d2f3fa3e-e05f-4852-9e89-6c8d2d4fe9b6___UMD_Powd.M 0051.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\f5dc1c24-38a8-462c-8848-aa65da31db99___UMD_Powd.M 0288.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\e7aa1bdf-5c26-4a5e-9856-ac852ada54da___MD_Powd.M 0106.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\7f870f59-f04d-45e9-bf1c-e07155ee6730___UMD_Powd.M 0331.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\b55e1888-c147-4397-a4ed-43afa9a3855e___UMD_Powd.M 9823.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\5cdbce30-a66a-4f80-aff2-89ddbd5008d9___MD_Powd.M 0845_flipLR.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\846edb15-441c-47e3-8ab6-6db02f28e040___UMD_Powd.M 9647.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Squash___Powdery_mildew\47466bf9-8877-4eca-90b9-086c2a448bf0___MD_Powd.M 0412.JPG,mixed,train,Squash - Powdery mildew,Squash,Powdery mildew,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\50eb9d31-53f5-4040-b83f-681da8a8f621___RS_HL 1815_180deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\f799141e-8ab5-4924-b54a-2b374d22798a___RS_HL 4604_270deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\2ac2f01a-2009-4d77-ae77-e3925f513fe0___RS_HL 4443_180deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\6829e297-83c4-4032-9fb2-34baf6bb64e7___RS_HL 4576.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\7cec5131-85c7-498f-87e3-63e4fa847094___RS_HL 1834_270deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\5e5147e3-ba21-4afa-a32b-bb3453c72944___RS_HL 4450_90deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\93e51b7e-3a41-40e3-9790-c5eeb86a4d61___RS_HL 4706_90deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\58265359-4fa0-458c-9c5f-5774d94b3088___RS_HL 1737_90deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\64531481-3721-4073-879e-d1db62204a2f___RS_HL 1932_90deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___healthy\57c57efe-e32c-447b-b60d-cdedf0f86b28___RS_HL 4673_180deg.JPG,mixed,train,Strawberry - Healthy,Strawberry,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\90997894-f4c1-4489-860c-bc0a0662130a___RS_L.Scorch 0112_flipLR.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\57e2561b-caf9-4986-a7f1-4bbd5e4cde3b___RS_L.Scorch 0101.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\a10983cc-18de-4fee-81f4-679da6e969d2___RS_L.Scorch 1507_flipLR.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\26677ce3-16e9-4035-9945-3392d0caeb61___RS_L.Scorch 1164.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\3cb861ed-b617-4cc5-9606-ff6a87893d6e___RS_L.Scorch 1612_flipLR.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\7435a709-e8cf-47df-a9a2-a6ec089d077f___RS_L.Scorch 1122.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\4da9a515-440d-495b-8969-320b27b460be___RS_L.Scorch 1442.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\8e64ad2f-7413-4c5b-b80a-175bdbc29aa1___RS_L.Scorch 1616.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\e1118fe9-cddc-4ac4-a232-e08982157c5e___RS_L.Scorch 1490_flipLR.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Strawberry___Leaf_scorch\cf65f86e-68eb-402a-973b-d345986ba83f___RS_L.Scorch 1600_flipLR.JPG,mixed,train,Strawberry - Leaf scorch,Strawberry,Leaf scorch,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Bacterial_spot\6d223371-fa3d-496d-a583-cb521b7c203d___GCREC_Bact.Sp 3540.JPG,mixed,train,Tomato - Bacterial spot,Tomato,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Bacterial_spot\7f374252-2fcd-4dd2-8f48-a1c96bc0e760___GCREC_Bact.Sp 3745.JPG,mixed,train,Tomato - Bacterial spot,Tomato,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Bacterial_spot\dba96916-e1d7-46fd-b5bc-07b0d8eb4914___UF.GRC_BS_Lab Leaf 0397.JPG,mixed,train,Tomato - Bacterial spot,Tomato,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Bacterial_spot\1addf690-441a-40c5-b1e7-c618a8af1f40___GCREC_Bact.Sp 3744.JPG,mixed,train,Tomato - Bacterial spot,Tomato,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Bacterial_spot\509c3853-b405-440f-bda3-59f1d7d238be___GCREC_Bact.Sp 3250.JPG,mixed,train,Tomato - Bacterial spot,Tomato,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Bacterial_spot\f8c5fd52-52f4-4dca-aed6-171813775027___GCREC_Bact.Sp 3036.JPG,mixed,train,Tomato - Bacterial spot,Tomato,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Bacterial_spot\807ff772-48f7-4e2e-b4ea-e05ce327a9a4___GCREC_Bact.Sp 6213.JPG,mixed,train,Tomato - Bacterial spot,Tomato,Bacterial spot,True,train
